,age,gender,race,date,city,state,cause,body_camera
3816,47,Male,Hispanic,04/04/2017,Bakersfield,CA,Gunshot,False
3817,32,Male,Hispanic,04/04/2017,Houston,TX,Gunshot,False
3818,46,Male,Hispanic,03/04/2017,Pendleton,SC,"Gunshot, Taser",True
3819,60,Male,Asian,01/04/2017,New Iberia,LA,Gunshot,False
3820,Unknown,Male,Black,01/04/2017,Cantonment,FL,Gunshot,False
3821,46,Male,White,30/03/2017,Cranbury,NJ,Gunshot,False
3822,26,Male,White,29/03/2017,Chattanooga,TN,Gunshot,False
3823,41,Male,White,29/03/2017,Stockton,IL,Gunshot,False
3824,45,Male,White,29/03/2017,Lawrenceburg,KY,Gunshot,False
3825,59,Male,White,29/03/2017,Byars,OK,Gunshot,False
3826,27,Male,White,29/03/2017,Ector,TX,Gunshot,False
3827,28,Male,Black,29/03/2017,New Castle,DE,Gunshot,False
3828,36,Male,White,28/03/2017,Francesville,IN,Gunshot,False
3829,73,Male,White,28/03/2017,Manistee,MI,Gunshot,False
3830,28,Male,White,27/03/2017,Montgomery Village,MD,Gunshot,True
3831,45,Male,White,27/03/2017,Mathiston,MS,Gunshot,False
3832,51,Male,White,27/03/2017,Lewisburg,TN,Gunshot,False
3833,36,Male,Native American,26/03/2017,Wasilla,AK,Gunshot,False
3834,53,Male,White,26/03/2017,Anderson,CA,Gunshot,False
3835,54,Male,White,26/03/2017,Little Rock,AR,Gunshot,False
3836,56,Male,White,26/03/2017,Delray Beach,FL,Gunshot,False
3837,35,Male,Hispanic,25/03/2017,Boyle Heights,CA,Gunshot,False
3838,18,Male,White,24/03/2017,Cottonwood,CA,Gunshot,False
3839,26,Male,Hispanic,24/03/2017,Cisco,TX,Gunshot,False
3840,39,Male,Black,24/03/2017,Baltimore,MD,Gunshot,True
3841,24,Male,Hispanic,23/03/2017,Phoenix,AZ,Gunshot,False
3842,42,Male,Black,23/03/2017,Sheridan,AR,"Gunshot, Police Dog",False
3843,Unknown,Male,Black,23/03/2017,Federal Way,WA,Gunshot,False
3844,27,Male,Black,22/03/2017,Crowley,LA,Gunshot,False
3845,42,Male,White,22/03/2017,Booneville,KY,Gunshot,False
3846,45,Male,Asian,22/03/2017,Weston,WI,Gunshot,False
3851,19,Male,Black,19/03/2017,Cape Canaveral,FL,Gunshot,False
3852,45,Male,Hispanic,19/03/2017,Deland,FL,Gunshot,False
3853,52,Male,Unknown race,19/03/2017,Desert Hot Springs,CA,Gunshot,False
3854,59,Male,White,19/03/2017,Affton,MO,Gunshot,False
3855,21,Female,Black,19/03/2017,Vero Beach,FL,Gunshot,False
3858,25,Male,White,18/03/2017,Wichita,KS,Gunshot,False
3859,42,Male,White,18/03/2017,Boise,ID,Gunshot,False
3861,36,Male,White,18/03/2017,Cedartown,GA,Gunshot,False
3862,25,Male,Black,17/03/2017,Chico,CA,"Gunshot, Taser",False
3863,25,Male,White,17/03/2017,Presque Isle,ME,Gunshot,False
3865,59,Female,White,17/03/2017,Lakeland,TN,Gunshot,False
3866,32,Male,Black,16/03/2017,Fayetteville,NC,"Gunshot, Taser",False
3867,32,Male,Black,16/03/2017,Milwaukee,WI,Gunshot,False
3868,34,Male,Black,16/03/2017,Warren,MI,Gunshot,False
3869,58,Male,White,16/03/2017,Deltona,FL,Gunshot,False
3870,36,Male,Black,16/03/2017,Alamo,TN,Gunshot,True
3871,29,Male,Black,15/03/2017,Saint Paul,MN,Gunshot,False
3872,25,Male,White,15/03/2017,Phoenix,AZ,Gunshot,False
3873,18,Male,White,14/03/2017,Westminster,CO,Gunshot,False
3874,43,Male,White,14/03/2017,Panama City Beach,FL,Gunshot,False
3875,16,Female,Hispanic,14/03/2017,Hayward,CA,Gunshot,False
3876,56,Male,White,14/03/2017,Toms River,NJ,Gunshot,False
3877,36,Male,White,14/03/2017,Fife,WA,Gunshot,False
3878,23,Male,White,13/03/2017,Napa,CA,Gunshot,False
3879,20,Male,Black,13/03/2017,Gwynn Oak,MD,Gunshot,True
3880,23,Male,Black,13/03/2017,Euclid,OH,Gunshot,True
3881,28,Male,Hispanic,12/03/2017,Bellingham,WA,Gunshot,True
3882,33,Male,Hispanic,12/03/2017,Orange,CA,"Gunshot, Taser",False
3883,30,Male,Black,11/03/2017,Baton Rouge,LA,Gunshot,False
3884,51,Male,White,11/03/2017,Midlothian,TX,Gunshot,False
3886,40,Male,White,10/03/2017,Escondido,CA,Gunshot,False
3887,24,Male,Hispanic,09/03/2017,Santa Clara,CA,"Gunshot, Taser",False
3888,29,Male,White,09/03/2017,Huntington Beach,CA,Gunshot,False
3890,25,Male,White,08/03/2017,Charlotte,NC,Gunshot,False
3891,91,Male,White,08/03/2017,New Castle,PA,Gunshot,False
3892,Unknown,Male,Unknown race,08/03/2017,Perris,CA,Gunshot,False
3893,41,Male,Black,07/03/2017,Ladera Heights,CA,"Gunshot, Taser",False
3894,38,Male,White,07/03/2017,Strongsville,OH,Gunshot,False
3896,70,Male,Hispanic,04/03/2017,Los Angeles,CA,"Gunshot, Taser",False
3897,23,Male,White,04/03/2017,Cabazon,CA,Gunshot,False
3898,38,Male,White,04/03/2017,Oklahoma City,OK,Gunshot,True
3899,32,Male,White,03/03/2017,Englewood,CO,Gunshot,False
3900,25,Male,Native American,03/03/2017,Lemoore,CA,Gunshot,False
3901,25,Male,Hispanic,02/03/2017,Reno,NV,Gunshot,False
3902,33,Male,White,02/03/2017,Wausau,WI,Gunshot,False
3903,37,Male,Hispanic,02/03/2017,Paterson,NJ,Gunshot,False
3904,27,Male,Hispanic,02/03/2017,Phoenix,AZ,Gunshot,False
3905,34,Male,Hispanic,02/03/2017,San Marcos,CA,Gunshot,False
3906,40,Male,Black,01/03/2017,Lufkin,TX,Gunshot,True
3907,20,Male,Black,28/02/2017,Orlando,FL,Gunshot,False
3908,25,Male,Black,28/02/2017,Houston,TX,Gunshot,False
3909,43,Male,Hispanic,28/02/2017,Houma,LA,Gunshot,False
3910,27,Male,White,27/02/2017,Shelby,NC,Gunshot,False
3911,40,Male,White,27/02/2017,Merrill,WI,Gunshot,False
3912,36,Male,White,26/02/2017,Tooele,UT,Gunshot,False
3913,41,Male,White,26/02/2017,Englewood,FL,Gunshot,False
3914,66,Male,White,26/02/2017,Floral City,FL,Gunshot,False
3915,46,Female,White,26/02/2017,Ripon,CA,Gunshot,False
3916,39,Male,White,25/02/2017,Lumpkin,GA,Gunshot,False
3917,23,Male,Black,25/02/2017,Rocklin,CA,Gunshot,False
3918,30,Male,White,24/02/2017,London,KY,Gunshot,False
3919,33,Female,White,24/02/2017,Lake Jackson,TX,Gunshot,False
3921,62,Male,White,24/02/2017,Reading,PA,Gunshot,False
3923,24,Male,Black,23/02/2017,Reno,NV,Gunshot,False
3924,33,Male,Hispanic,23/02/2017,Newton,KS,Gunshot,False
3925,38,Male,White,23/02/2017,Columbus,OH,Gunshot,False
3926,47,Male,Black,23/02/2017,Washington,DC,Gunshot,True
3927,54,Male,White,23/02/2017,Fairfax,OK,Gunshot,False
3928,26,Male,White,22/02/2017,Princeton,WV,Gunshot,False
3930,30,Female,Black,22/02/2017,Austin,TX,Gunshot,False
3931,41,Male,Black,22/02/2017,Conroe,TX,Gunshot,False
3932,25,Male,Hispanic,21/02/2017,Ogden,UT,Gunshot,True
3933,38,Male,Hispanic,21/02/2017,Roy,UT,Gunshot,True
3934,39,Male,Hispanic,21/02/2017,Colorado Springs,CO,Gunshot,False
3935,51,Male,White,21/02/2017,Beaverton,OR,Gunshot,False
3936,63,Male,Black,21/02/2017,St. Louis,MO,Gunshot,False
3937,26,Male,White,20/02/2017,Brooksville,FL,"Gunshot, Taser",False
3938,27,Male,White,20/02/2017,St. Joseph,MO,Gunshot,False
3939,26,Male,Hispanic,19/02/2017,Tucson,AZ,Gunshot,False
3940,27,Male,Black,19/02/2017,Kent,OH,Gunshot,False
3941,33,Male,White,19/02/2017,Bull Shoals,AR,Gunshot,False
3942,18,Male,Hispanic,19/02/2017,Brooklyn,NY,Gunshot,False
3943,46,Male,Black,18/02/2017,Efland,NC,Gunshot,False
3944,22,Male,Black,18/02/2017,Portland,ME,Gunshot,False
3946,32,Male,White,17/02/2017,Oakland,CA,Gunshot,False
3948,34,Male,White,17/02/2017,Tulsa,OK,Gunshot,False
3949,35,Male,Black,17/02/2017,Big Lake,AK,Gunshot,False
3950,30,Male,White,17/02/2017,Grand Prairie,TX,Gunshot,True
3951,17,Male,Black,16/02/2017,Brooklyn,NY,Gunshot,False
3952,21,Male,Black,16/02/2017,Gardena,CA,Gunshot,False
3953,22,Male,White,16/02/2017,Douglas City,CA,Gunshot,False
3954,48,Male,Hispanic,16/02/2017,San Antonio,TX,Gunshot,False
3955,24,Male,Black,15/02/2017,Durham,NC,Gunshot,False
3956,33,Male,White,15/02/2017,Cape Girardeau,MO,Gunshot,False
3957,55,Male,Hispanic,15/02/2017,Newman,CA,Gunshot,False
3958,35,Male,White,14/02/2017,Vincennes,IN,Gunshot,False
3959,53,Male,White,14/02/2017,Columbus,OH,Gunshot,False
3960,64,Male,White,14/02/2017,Shelbyville,IN,Gunshot,False
3961,53,Male,White,13/02/2017,Topock,AZ,Gunshot,False
3962,19,Male,Black,13/02/2017,Detroit,MI,Gunshot,False
3963,32,Male,White,13/02/2017,Knoxville,TN,Gunshot,False
3964,26,Male,Hispanic,12/02/2017,Goleta,CA,Gunshot,False
3965,31,Male,Black,12/02/2017,Durham,NC,Gunshot,False
3966,Unknown,Male,Unknown race,12/02/2017,Terrell,TX,Gunshot,False
3967,27,Male,Black,11/02/2017,Kansas City,MO,Gunshot,False
3968,37,Male,White,11/02/2017,Greenville,SC,Gunshot,False
3969,32,Male,White,11/02/2017,Louisville,KY,Gunshot,True
3970,33,Male,Pacific Islander,11/02/2017,Aiea,HI,Gunshot,False
3971,23,Male,Black,10/02/2017,Bridgeton,NJ,Gunshot,False
3972,25,Male,Black,10/02/2017,Greensboro,NC,Gunshot,True
3973,25,Male,White,10/02/2017,Vancouver,WA,Gunshot,False
3974,31,Male,Black,10/02/2017,Nashville,TN,Gunshot,False
3975,45,Male,White,10/02/2017,Bethany,OK,Gunshot,False
3976,55,Female,White,10/02/2017,Chicago,IL,"Gunshot, Taser",False
3977,18,Female,White,10/02/2017,Vassalboro,ME,Gunshot,False
3978,25,Male,White,10/02/2017,Vassalboro,ME,Gunshot,False
3979,33,Male,Hispanic,09/02/2017,Lake Stevens,WA,"Gunshot, Taser",False
3980,17,Male,Black,09/02/2017,Portland,OR,Gunshot,False
3981,26,Male,White,09/02/2017,Geneva,OH,"Gunshot, Taser",False
3982,Unknown,Male,Native American,09/02/2017,Bloomfield,NM,Gunshot,False
3983,29,Male,White,08/02/2017,Brookville,IN,Gunshot,False
3984,34,Male,Native American,08/02/2017,Anadarko,OK,Gunshot,False
3985,25,Male,Black,08/02/2017,Chicago,IL,Gunshot,False
3987,18,Male,Black,07/02/2017,Baltimore,MD,Gunshot,True
3988,34,Male,White,07/02/2017,Warren,OH,Gunshot,False
3989,35,Male,White,07/02/2017,Mount Pleasant,TN,Gunshot,False
3990,18,Male,White,07/02/2017,Pisgah,AL,"Gunshot, Taser",False
3991,51,Male,White,07/02/2017,Richmond,KY,Gunshot,False
3992,50,Male,Black,06/02/2017,Commerce City,CO,Gunshot,False
3993,52,Male,Hispanic,06/02/2017,Santa Monica,CA,"Gunshot, Taser",False
3994,22,Male,Black,06/02/2017,Jacksonville,FL,Gunshot,False
3995,41,Male,Black,05/02/2017,Englewood,OH,Gunshot,True
3996,45,Male,Black,05/02/2017,Fremont,CA,Gunshot,False
3997,33,Male,Hispanic,05/02/2017,Pueblo,CO,Gunshot,True
3998,56,Male,White,04/02/2017,Deland,FL,Gunshot,False
3999,68,Male,Black,04/02/2017,Kansas City,MO,Gunshot,False
4000,23,Male,Hispanic,04/02/2017,Moultrie,GA,Gunshot,False
4001,22,Male,Black,03/02/2017,Lumberton,NC,Gunshot,False
4002,27,Male,Hispanic,03/02/2017,Olympic Valley,CA,Gunshot,False
4003,33,Male,White,03/02/2017,Hickory,NC,Gunshot,False
4004,38,Male,White,03/02/2017,Grafton,WV,Gunshot,False
4005,41,Male,Asian,03/02/2017,Panhandle,TX,Gunshot,False
4006,45,Male,White,03/02/2017,Irving,TX,Gunshot,False
4007,26,Male,Hispanic,03/02/2017,Forest Park,IL,Gunshot,False
4008,57,Male,White,02/02/2017,Orange Park,FL,Gunshot,False
4009,26,Male,White,02/02/2017,Geneva,WI,Gunshot,False
4010,18,Male,Hispanic,01/02/2017,Wichita Falls,TX,Gunshot,False
4012,23,Male,Black,01/02/2017,Arlington,TX,Gunshot,False
4013,31,Male,Black,01/02/2017,Highland,CA,Gunshot,False
4014,37,Male,Black,31/01/2017,Los Angeles,CA,"Gunshot, Taser",False
4016,36,Male,White,30/01/2017,Lynnwood,WA,Gunshot,False
4017,45,Male,Hispanic,30/01/2017,Fresno,CA,"Gunshot, Taser",False
4018,50,Male,Black,30/01/2017,Kiowa,OK,Gunshot,False
4019,42,Male,White,30/01/2017,Modesto,CA,"Gunshot, Taser",False
4020,53,Male,Unknown race,29/01/2017,Oakdale,CT,Gunshot,False
4021,18,Male,Hispanic,29/01/2017,Santa Ana,CA,Gunshot,False
4022,17,Male,Black,28/01/2017,Des Moines,WA,Gunshot,False
4023,25,Male,Hispanic,28/01/2017,Fort Stockton,TX,Gunshot,False
4024,45,Male,White,28/01/2017,Apache Junction,AZ,Gunshot,False
4026,25,Male,Hispanic,27/01/2017,Alhambra,CA,Gunshot,True
4027,28,Male,Hispanic,26/01/2017,Charlotte,NC,Gunshot,False
4028,34,Male,White,26/01/2017,Groveport,OH,Gunshot,False
4029,59,Male,White,26/01/2017,Baltimore,MD,Gunshot,True
4030,24,Male,Black,26/01/2017,Atlanta,GA,Gunshot,True
4031,50,Male,White,25/01/2017,Millston,WI,Gunshot,False
4032,54,Male,Black,25/01/2017,Southaven,MS,Gunshot,False
4033,37,Male,White,25/01/2017,Oxford,AL,Gunshot,False
4034,18,Male,Hispanic,24/01/2017,Lancaster,PA,"Gunshot, Taser",False
4035,26,Male,Black,24/01/2017,New Orleans,LA,Gunshot,False
4036,27,Male,Hispanic,24/01/2017,Bakersfield,CA,Gunshot,False
4037,29,Male,Hispanic,24/01/2017,Las Cruces,NM,Gunshot,False
4038,32,Male,Hispanic,24/01/2017,Kuna,ID,Gunshot,False
4039,34,Male,Hispanic,24/01/2017,Atascadero,CA,Gunshot,False
4040,22,Male,White,24/01/2017,Kansas City,MO,Gunshot,False
4041,30,Male,White,24/01/2017,Rockford,MI,Gunshot,False
4043,21,Male,Hispanic,23/01/2017,Vallejo,CA,Gunshot,True
4044,25,Male,Black,23/01/2017,Kenner,LA,"Gunshot, Taser",False
4045,52,Male,White,23/01/2017,Brooklet,GA,Gunshot,False
4046,60,Male,White,23/01/2017,Wilmington,DE,Gunshot,False
4047,27,Male,White,23/01/2017,Springfield,IL,Gunshot,True
4049,33,Male,Hispanic,22/01/2017,Carson,CA,Gunshot,False
4050,57,Male,White,22/01/2017,Waldoboro,ME,Gunshot,False
4051,57,Male,Black,22/01/2017,Larimer,PA,Gunshot,False
4052,44,Male,Black,21/01/2017,Greenville,MS,Gunshot,False
4053,57,Male,White,21/01/2017,Jean,NV,"Gunshot, Taser",False
4055,39,Male,White,20/01/2017,Gainesville,FL,Gunshot,False
4056,25,Male,White,19/01/2017,Florissant,MO,"Gunshot, Taser",False
4057,44,Male,Hispanic,19/01/2017,Fritch,TX,Gunshot,False
4058,49,Male,White,19/01/2017,Woodford,VA,Gunshot,False
4060,16,Male,Hispanic,18/01/2017,Salinas,CA,"Gunshot, Taser",True
4061,19,Male,Black,18/01/2017,Gary,IN,Gunshot,False
4062,28,Male,Native American,18/01/2017,Belcourt,ND,Gunshot,False
4063,50,Male,Black,18/01/2017,Los Angeles,CA,Gunshot,False
4064,40,Male,White,18/01/2017,Watts,OK,Gunshot,False
4065,21,Female,Hispanic,18/01/2017,Dallas,TX,Gunshot,True
4066,29,Male,White,17/01/2017,Soddy Daisy,TN,Gunshot,False
4067,39,Male,Hispanic,17/01/2017,Twentynine Palms,CA,Gunshot,False
4069,32,Male,Black,16/01/2017,Herndon,VA,Gunshot,False
4070,36,Male,White,16/01/2017,Sharpsburg,GA,Gunshot,False
4071,43,Male,White,16/01/2017,Fulton,KY,Gunshot,False
4072,33,Male,Native American,15/01/2017,Spokane,WA,"Gunshot, Taser",True
4073,34,Male,Black,15/01/2017,Chicago,IL,Gunshot,False
4074,37,Female,Asian,15/01/2017,Long Beach,CA,"Gunshot, Taser",False
4075,48,Male,White,15/01/2017,Azusa,CA,Gunshot,False
4076,47,Male,White,14/01/2017,Austin,TX,Gunshot,False
4077,28,Male,Black,14/01/2017,Jamaica,NY,"Gunshot, Taser",False
4078,29,Male,Pacific Islander,13/01/2017,Laie,HI,Gunshot,False
4079,20,Male,Native American,12/01/2017,Onamia,MN,Gunshot,False
4080,26,Male,White,12/01/2017,Pearisburg,VA,Gunshot,False
4081,54,Male,White,12/01/2017,Ocala,FL,Gunshot,False
4082,38,Male,Hispanic,11/01/2017,Camden,NJ,Gunshot,False
4083,41,Male,Asian,11/01/2017,Lake Elsinore,CA,Gunshot,False
4084,41,Male,White,11/01/2017,Austin,MN,Gunshot,False
4085,32,Male,White,10/01/2017,Los Angeles,CA,Gunshot,False
4086,23,Male,Black,10/01/2017,Reagan,TN,"Gunshot, Taser",False
4088,21,Male,Black,09/01/2017,St. Louis,MO,Gunshot,False
4089,38,Male,Black,09/01/2017,Phoenix,AZ,Gunshot,True
4090,44,Male,White,08/01/2017,Cumming,GA,Gunshot,False
4091,25,Male,White,07/01/2017,Princeton,WV,"Gunshot, Pepper Spray",False
4092,42,Male,White,07/01/2017,Fairland,OK,Gunshot,False
4093,50,Male,Hispanic,07/01/2017,Independence,MO,Gunshot,False
4094,38,Male,Hispanic,07/01/2017,Albuquerque,NM,Gunshot,False
4095,41,Male,White,07/01/2017,Elkridge,MD,Gunshot,False
4096,31,Male,Hispanic,07/01/2017,Northglenn,CO,Gunshot,False
4097,23,Transgender,White,06/01/2017,Sharon,PA,Gunshot,False
4098,32,Male,Black,06/01/2017,Deerfield,IL,Gunshot,False
4099,20,Male,Hispanic,05/01/2017,Dinuba,CA,Gunshot,False
4100,41,Male,White,05/01/2017,Sewanee,TN,Gunshot,False
4101,18,Male,Hispanic,04/01/2017,Brooklyn,NY,Gunshot,False
4102,51,Male,Black,04/01/2017,Pomona,CA,Gunshot,False
4103,64,Male,White,04/01/2017,Lancaster,KY,Gunshot,False
4105,43,Male,Black,04/01/2017,Phoenix,AZ,Physical restraint,True
4106,45,Male,White,04/01/2017,English,IN,Gunshot,False
4107,53,Male,White,03/01/2017,Gilmer,TX,Gunshot,True
4108,63,Male,Black,03/01/2017,Brooklyn,NY,"Gunshot, Taser",False
4110,17,Male,Black,01/01/2017,Villa Park,IL,Gunshot,False
4111,23,Male,Hispanic,01/01/2017,Houston,TX,Gunshot,False
4112,35,Male,White,01/01/2017,Kennesaw,GA,Gunshot,False
4113,42,Male,White,01/01/2017,Cincinnati,OH,Gunshot,False
4114,44,Male,Black,01/01/2017,Springfield,MO,"Gunshot, Taser",False
4115,21,Male,Black,01/01/2017,Allen,TX,Gunshot,False
4116,32,Male,White,31/12/2016,Juniata,PA,Gunshot,False
4117,46,Male,White,31/12/2016,Loxahatchee,FL,Gunshot,False
4118,33,Male,White,31/12/2016,Mankato,MN,"Gunshot, Taser",False
4119,31,Male,White,30/12/2016,Phoenix,AZ,"Gunshot, Taser",False
4120,34,Male,White,30/12/2016,Pensacola,FL,Gunshot,False
4121,21,Male,Black,30/12/2016,Miami,FL,Gunshot,False
4122,52,Male,Black,29/12/2016,Chestertown,MD,Gunshot,True
4124,28,Male,White,28/12/2016,Spring Hill,TN,Gunshot,False
4127,35,Male,White,27/12/2016,Grass Valley,CA,Gunshot,False
4128,36,Male,White,27/12/2016,,TX,Gunshot,False
4129,41,Male,Hispanic,27/12/2016,North Riverside,IL,Gunshot,False
4130,71,Female,White,27/12/2016,Pearland,TX,Gunshot,False
4131,29,Male,Black,25/12/2016,Washington,DC,Gunshot,True
4132,30,Male,White,25/12/2016,Sherwood,OR,Gunshot,False
4133,33,Male,Hispanic,25/12/2016,Desha,AR,Gunshot,False
4134,61,Male,White,25/12/2016,Middleburg,FL,Gunshot,False
4135,53,Female,White,24/12/2016,Lake Wales,FL,Gunshot,False
4136,Unknown,Male,Black,24/12/2016,Gadsden,AL,Gunshot,False
4137,48,Male,Asian,24/12/2016,Pico Rivera,CA,Gunshot,False
4138,55,Male,Unknown race,23/12/2016,Palm Harbor,FL,Gunshot,False
4140,31,Male,White,23/12/2016,Bend,OR,"Gunshot, Taser",False
4141,34,Male,Hispanic,23/12/2016,El Monte,CA,Gunshot,False
4142,19,Male,Black,22/12/2016,Capitol Heights,MD,Gunshot,False
4143,21,Male,Hispanic,21/12/2016,Stockton,CA,Gunshot,False
4144,24,Male,Black,21/12/2016,Coalinga,CA,Gunshot,False
4145,25,Male,White,21/12/2016,Fayetteville,AR,Gunshot,False
4146,25,Male,White,21/12/2016,Burns Flat,OK,Gunshot,False
4147,27,Male,White,21/12/2016,Saraland,AL,Gunshot,False
4148,31,Male,Native American,21/12/2016,Ponca City,OK,Gunshot,False
4149,38,Male,Hispanic,21/12/2016,Reno,NV,Gunshot,False
4150,46,Male,White,21/12/2016,Knox,IN,Gunshot,False
4151,31,Male,Native American,20/12/2016,Hemet,CA,Gunshot,False
4152,46,Male,Hispanic,20/12/2016,Pharr,TX,Gunshot,False
4153,Unknown,Male,Unknown race,20/12/2016,Brawley,CA,Gunshot,False
4154,52,Male,White,19/12/2016,Granite Falls,NC,Gunshot,False
4155,37,Male,White,18/12/2016,Ridgefield,WA,Gunshot,False
4156,72,Male,White,18/12/2016,Tulsa,OK,Gunshot,False
4157,20,Male,Black,18/12/2016,Los Angeles,CA,Gunshot,False
4158,33,Male,Hispanic,17/12/2016,East Los Angeles,CA,Gunshot,False
4159,48,Male,White,17/12/2016,Arlington,TN,Gunshot,False
4160,44,Male,Native American,17/12/2016,Everett,WA,Gunshot,False
4161,36,Male,White,16/12/2016,Dallas,OR,Gunshot,False
4162,60,Male,White,15/12/2016,Hacienda Heights,CA,"Gunshot, Taser",False
4164,18,Male,Black,13/12/2016,Baltimore,MD,Gunshot,False
4165,32,Male,Black,13/12/2016,Hampton,GA,"Gunshot, Taser",False
4166,28,Male,Black,12/12/2016,Philadelphia,PA,Gunshot,False
4167,31,Male,White,12/12/2016,Culloden,GA,Gunshot,False
4168,73,Male,Hispanic,12/12/2016,Bakersfield,CA,Gunshot,False
4169,24,Male,White,11/12/2016,Medicine Lodge,KS,Gunshot,False
4170,30,Male,Hispanic,11/12/2016,Laredo,TX,Gunshot,False
4171,53,Male,White,11/12/2016,York,NE,"Gunshot, Taser",False
4172,44,Female,White,11/12/2016,Bullhead City,AZ,Gunshot,False
4173,39,Male,White,11/12/2016,Fairmont,WV,Gunshot,False
4174,35,Male,Black,10/12/2016,Sumter,SC,Gunshot,False
4175,36,Male,White,10/12/2016,Greenwood,IN,Gunshot,True
4176,35,Male,White,09/12/2016,Easton,PA,Gunshot,False
4177,43,Male,White,09/12/2016,Leland,NC,Gunshot,False
4178,30,Male,Pacific Islander,09/12/2016,Keaau,HI,Gunshot,False
4180,Unknown,Male,White,08/12/2016,Allen,TX,Gunshot,False
4181,20,Male,White,07/12/2016,Avella,PA,Gunshot,False
4182,31,Male,Black,07/12/2016,Fayetteville,NC,"Gunshot, Taser",True
4183,37,Male,Black,07/12/2016,Houston,TX,Gunshot,False
4184,36,Male,White,07/12/2016,Sioux City,IA,Gunshot,False
4185,37,Male,White,07/12/2016,Dallas,TX,Gunshot,False
4186,47,Male,White,06/12/2016,Orange City,FL,Gunshot,False
4187,52,Male,White,06/12/2016,Portland,OR,Gunshot,False
4188,55,Male,White,06/12/2016,Hutchinson,KS,Gunshot,False
4189,49,Male,White,06/12/2016,Fruitland Park,FL,"Gunshot, Taser",False
4190,29,Male,Black,04/12/2016,Elkhart,IN,Gunshot,False
4192,26,Male,Asian,04/12/2016,Hudson,OH,Gunshot,False
4193,38,Male,Hispanic,03/12/2016,Metairie,LA,Gunshot,False
4194,22,Male,White,02/12/2016,Simpsonville,KY,Gunshot,False
4196,33,Male,White,02/12/2016,Tuscumbia,AL,Gunshot,False
4198,36,Male,White,02/12/2016,Las Cruces,NM,Gunshot,False
4199,27,Male,Hispanic,01/12/2016,Tucson,AZ,Gunshot,False
4200,38,Male,Black,01/12/2016,Tacoma,WA,Gunshot,False
4201,83,Male,White,01/12/2016,Dover,AR,Gunshot,False
4202,25,Male,Black,30/11/2016,Kansas City,MO,Gunshot,False
4204,29,Male,White,29/11/2016,Avon,IN,Gunshot,False
4205,31,Male,White,29/11/2016,Iva,SC,Gunshot,False
4206,41,Male,White,29/11/2016,Lynn,MA,Gunshot,False
4207,55,Male,White,29/11/2016,Friendswood,TX,Gunshot,True
4208,18,Male,Black,28/11/2016,Columbus,OH,Gunshot,False
4209,23,Male,Hispanic,28/11/2016,Los Angeles,CA,Gunshot,False
4211,41,Male,Black,28/11/2016,Hickory,NC,Gunshot,False
4212,33,Male,Black,27/11/2016,Chicago,IL,Gunshot,False
4213,48,Male,Black,27/11/2016,Baton Rouge,LA,Gunshot,False
4214,59,Male,White,27/11/2016,Naples,ME,Gunshot,False
4215,50,Male,White,27/11/2016,Olathe,KS,"Gunshot, Taser",False
4216,20,Male,Hispanic,26/11/2016,Surprise,AZ,Gunshot,False
4217,23,Male,Black,25/11/2016,Hattiesburg,MS,Gunshot,False
4218,37,Male,Black,25/11/2016,Chicago,IL,Gunshot,False
4219,26,Male,Hispanic,25/11/2016,Tucson,AZ,Gunshot,True
4221,45,Male,Unknown race,24/11/2016,Jackson,TN,Gunshot,False
4222,43,Male,White,23/11/2016,St. Petersburg,FL,Gunshot,False
4223,43,Male,White,23/11/2016,Holland,MI,Gunshot,False
4224,19,Male,Black,23/11/2016,Chicago,IL,Gunshot,False
4226,23,Male,Black,22/11/2016,Newark,NJ,Gunshot,False
4227,36,Male,Black,22/11/2016,Baytown,TX,Gunshot,False
4228,45,Male,Hispanic,22/11/2016,La Mirada,CA,Gunshot,False
4230,34,Male,Black,22/11/2016,Durham,NC,Gunshot,False
4231,19,Male,Black,21/11/2016,St. Louis,MO,Gunshot,False
4232,27,Male,White,21/11/2016,Lompoc,CA,Gunshot,False
4234,18,Male,White,20/11/2016,Kansas City,MO,Gunshot,False
